Age,Gender,Education Level,Occupation,Income,Debt-to-Income Ratio,Net Worth,Investment Amount,Financial Knowledge,Risk Tolerance,Investment Horizon,Market Condition,Interest Rate (%),Inflation Rate (%),Stocks (%),Bonds (%),Gold (%),Real Estate (%)
57,Female,Postgraduate,Senior Professional,226051,0.08,3616816,100156.49,4,2,Short,Bullish,4.47,6.99,18.0,39.0,16.0,27.0
31,Female,Graduate,Mid-career,120580,0.05,2170440,25573.58,3,1,Short,Bullish,8.44,2.05,16.0,52.0,10.0,22.0
44,Female,Graduate,Business Owner,178377,0.09,2318901,70052.25,3,10,Long,Bullish,5.2,4.37,66.0,4.0,11.0,19.0
20,Male,Graduate,Student,8678,0.31,130170,3034.97,2,9,Short,Bearish,6.63,6.84,64.0,15.0,14.0,7.0
36,Male,Postgraduate,Business Owner,101388,0.25,1115268,42334.68,7,5,Medium,Bullish,4.85,5.08,46.0,20.0,18.0,16.0
26,Male,Postgraduate,Entry-level,27105,0.46,27105,6978.51,6,7,Short,Bearish,7.71,6.11,36.0,41.0,19.0,4.0
28,Male,Graduate,Entry-level,23224,0.37,162568,4523.18,5,7,Long,Bullish,8.16,4.9,49.0,15.0,19.0,17.0
36,Female,Graduate,Business Owner,209289,0.19,209289,61407.2,7,6,Medium,Bullish,7.33,5.68,54.0,29.0,12.0,5.0
33,Female,Doctorate,Mid-career,146339,0.21,878034,48095.05,4,5,Long,Neutral,5.23,5.53,42.0,31.0,18.0,9.0
23,Female,Graduate,Freelancer,92481,0.13,277443,28830.82,3,1,Medium,Bearish,7.35,6.95,21.0,51.0,10.0,18.0
58,Male,Graduate,Senior Professional,180314,0.17,1803140,49170.7,10,4,Short,Neutral,4.25,2.22,15.0,49.0,10.0,26.0
60,Male,Graduate,Executive,709670,0.26,2129010,283079.87,5,6,Medium,Neutral,4.02,6.14,47.0,40.0,11.0,2.0
33,Female,Postgraduate,Business Owner,436131,0.15,7414227,141287.44,9,9,Medium,Bearish,7.46,5.59,67.0,18.0,11.0,4.0
35,Male,Graduate,Business Owner,288691,0.14,1732146,131349.7,5,3,Short,Bullish,8.9,6.16,17.0,52.0,20.0,11.0
36,Male,Graduate,Mid-career,92698,0.21,1668564,23885.09,5,7,Medium,Bullish,4.15,2.52,37.0,32.0,12.0,19.0
29,Female,Graduate,Freelancer,32809,0.12,65618,8446.18,6,3,Short,Bullish,4.9,4.65,32.0,55.0,17.0,-4.0
22,Male,Graduate,Student,67,0.02,469,12.79,3,8,Long,Neutral,4.29,2.73,72.0,10.0,12.0,6.0
36,Female,Doctorate,Mid-career,66571,0.2,399426,22485.58,4,1,Medium,Bearish,4.46,7.74,11.0,64.0,16.0,9.0
26,Male,Postgraduate,Entry-level,26677,0.39,240093,8757.88,6,2,Medium,Bullish,5.0,7.07,24.0,47.0,13.0,16.0
55,Male,Postgraduate,Senior Professional,226895,0.21,453790,83338.45,3,5,Medium,Bullish,6.41,6.21,41.0,25.0,17.0,17.0
51,Female,Postgraduate,Executive,503771,0.16,9067878,180159.63,7,6,Long,Bearish,7.48,6.15,32.0,40.0,17.0,11.0
45,Male,Doctorate,Business Owner,173125,0.09,3289375,42517.65,5,2,Medium,Bullish,8.3,5.43,31.0,48.0,17.0,4.0
33,Male,Postgraduate,Mid-career,78517,0.17,706653,16127.8,3,5,Short,Bullish,5.36,6.63,54.0,23.0,12.0,11.0
25,Female,Graduate,Entry-level,41009,0.37,369081,13007.22,6,6,Short,Neutral,7.73,5.06,32.0,24.0,15.0,29.0
70,Female,Graduate,Retired,24044,0.46,408748,7819.79,6,2,Medium,Neutral,5.97,3.96,14.0,47.0,17.0,22.0
28,Male,Graduate,Freelancer,77842,0.28,622736,28744.15,9,9,Long,Bullish,7.95,6.51,72.0,1.0,14.0,13.0
55,Female,Graduate,Executive,398932,0.03,6781844,186845.52,5,3,Long,Bearish,7.24,4.57,7.0,48.0,20.0,25.0
41,Male,Doctorate,Business Owner,474163,0.13,4741630,82261.24,5,6,Long,Bullish,4.56,4.23,55.0,15.0,15.0,15.0
65,Male,Postgraduate,Retired,24662,0.11,394592,6717.79,3,3,Medium,Bullish,7.18,2.84,16.0,38.0,19.0,27.0
26,Male,Graduate,Entry-level,36769,0.28,404459,14517.22,2,3,Medium,Bullish,6.97,7.23,31.0,39.0,15.0,15.0
68,Male,Graduate,Retired,45036,0.4,765612,19714.27,5,5,Long,Neutral,8.82,5.31,47.0,24.0,19.0,10.0
43,Female,Doctorate,Mid-career,107815,0.07,1078150,24433.47,8,2,Long,Neutral,6.5,4.53,23.0,40.0,12.0,25.0
28,Male,Postgraduate,Freelancer,67307,0.17,1144219,20795.1,3,1,Long,Neutral,5.88,5.83,25.0,45.0,20.0,10.0
43,Male,Graduate,Mid-career,109000,0.0,2071000,34488.3,7,10,Medium,Neutral,7.49,3.78,60.0,10.0,20.0,10.0
60,Male,Postgraduate,Executive,420668,0.02,6730688,148997.37,8,6,Short,Neutral,8.14,7.56,36.0,36.0,13.0,15.0
44,Female,Postgraduate,Business Owner,314883,0.16,4093479,149659.24,5,4,Medium,Neutral,4.94,3.18,29.0,43.0,20.0,8.0
73,Female,Graduate,Retired,22419,0.03,156933,6957.03,4,7,Medium,Bearish,8.74,7.71,38.0,36.0,19.0,7.0
58,Female,Postgraduate,Executive,432655,0.17,865310,196183.61,6,8,Long,Bearish,5.88,6.6,48.0,20.0,17.0,15.0
30,Female,Postgraduate,Entry-level,34280,0.11,239960,7866.58,3,4,Medium,Neutral,5.18,4.45,24.0,48.0,15.0,13.0
36,Male,Postgraduate,Mid-career,85422,0.1,768798,15973.43,5,4,Medium,Neutral,4.71,7.02,28.0,56.0,17.0,-1.0
45,Male,Doctorate,Mid-career,119010,0.3,833070,47624.27,7,4,Medium,Bullish,7.86,5.66,30.0,43.0,19.0,8.0
26,Male,Graduate,Entry-level,37951,0.07,379510,11860.14,3,10,Medium,Neutral,7.31,5.62,77.0,7.0,20.0,-4.0
58,Male,Graduate,Senior Professional,182774,0.07,1462192,46564.98,8,10,Short,Neutral,7.53,7.95,76.0,6.0,20.0,-2.0
38,Female,Doctorate,Mid-career,136628,0.04,1776164,32206.62,10,5,Long,Bullish,6.08,2.52,37.0,15.0,14.0,34.0
19,Female,Undergraduate,Student,6408,0.32,57672,1608.4,6,5,Medium,Neutral,5.92,5.12,49.0,26.0,13.0,12.0
68,Male,Postgraduate,Retired,47068,0.29,94136,18238.25,3,10,Long,Bullish,7.43,4.4,65.0,10.0,15.0,10.0
38,Male,Postgraduate,Business Owner,211102,0.2,2744326,70480.43,7,1,Long,Neutral,5.38,7.92,19.0,58.0,10.0,13.0
58,Male,Graduate,Senior Professional,138187,0.04,2349179,29882.05,10,7,Long,Bullish,6.61,2.41,55.0,35.0,10.0,0.0
44,Male,Graduate,Business Owner,465214,0.26,465214,205965.65,7,2,Long,Bearish,5.72,2.56,13.0,53.0,10.0,24.0
24,Male,Graduate,Entry-level,33212,0.47,531392,3338.06,1,9,Long,Bearish,4.53,6.59,68.0,13.0,11.0,8.0
27,Female,Postgraduate,Entry-level,24854,0.02,223686,4815.3,3,1,Medium,Bearish,8.66,6.58,15.0,54.0,14.0,17.0
36,Female,Doctorate,Mid-career,61830,0.25,680130,27064.05,5,3,Medium,Neutral,5.22,4.2,17.0,53.0,15.0,15.0
42,Male,Doctorate,Mid-career,65385,0.0,850005,12815.67,6,1,Medium,Neutral,4.72,4.72,21.0,53.0,17.0,9.0
32,Male,Graduate,Business Owner,456734,0.26,5480808,184727.43,5,4,Medium,Neutral,6.42,4.56,28.0,53.0,17.0,2.0
34,Female,Graduate,Business Owner,238583,0.13,1670081,80173.44,4,8,Medium,Neutral,5.26,5.05,58.0,7.0,17.0,18.0
26,Female,Postgraduate,Freelancer,34196,0.08,376156,12632.94,5,2,Medium,Bullish,6.42,4.45,23.0,43.0,19.0,15.0
40,Male,Doctorate,Mid-career,63361,0.02,253444,8169.19,7,4,Long,Bullish,5.47,6.29,21.0,35.0,12.0,32.0
52,Female,Postgraduate,Senior Professional,131277,0.14,787662,45975.72,7,4,Long,Bearish,5.53,5.42,6.0,45.0,17.0,32.0
25,Male,Graduate,Freelancer,46071,0.3,644994,18962.82,3,9,Medium,Bearish,4.36,6.8,56.0,18.0,17.0,9.0
29,Male,Graduate,Entry-level,31419,0.34,219933,8251.34,5,8,Short,Bullish,6.79,6.93,77.0,9.0,18.0,-4.0
34,Male,Doctorate,Mid-career,118071,0.27,118071,35265.23,9,5,Long,Bullish,5.01,2.28,45.0,18.0,20.0,17.0
29,Male,Postgraduate,Freelancer,91150,0.16,455750,43443.63,4,10,Medium,Bullish,8.99,7.27,60.0,5.0,13.0,22.0
66,Male,Graduate,Retired,11218,0.49,22436,3651.22,1,7,Long,Bullish,7.16,4.27,51.0,20.0,19.0,10.0
49,Female,Postgraduate,Executive,510644,0.02,6638372,134205.16,10,9,Medium,Neutral,8.23,4.64,60.0,12.0,19.0,9.0
42,Male,Doctorate,Business Owner,414144,0.28,2070720,51265.33,8,4,Long,Bearish,8.64,6.81,17.0,62.0,10.0,11.0
60,Male,Postgraduate,Executive,661562,0.08,5954058,247511.41,5,6,Long,Bearish,6.45,7.07,36.0,31.0,14.0,19.0
55,Female,Graduate,Executive,283531,0.11,4820027,116057.63,3,5,Medium,Neutral,5.94,7.37,43.0,29.0,15.0,13.0
73,Male,Graduate,Retired,25008,0.47,75024,4397.37,3,7,Short,Bullish,6.98,2.87,46.0,24.0,19.0,11.0
49,Female,Graduate,Executive,858597,0.07,13737552,387028.85,9,6,Medium,Bearish,7.65,6.9,27.0,35.0,12.0,26.0
58,Male,Postgraduate,Executive,949007,0.23,5694042,436401.61,10,4,Medium,Neutral,8.93,5.12,21.0,48.0,13.0,18.0
23,Male,Graduate,Freelancer,49202,0.25,688828,8750.45,6,5,Short,Bullish,5.72,7.4,49.0,18.0,15.0,18.0
40,Female,Doctorate,Business Owner,366970,0.07,2201820,146613.72,7,5,Medium,Neutral,4.61,5.16,42.0,36.0,20.0,2.0
23,Female,Graduate,Entry-level,30841,0.47,339251,6193.69,5,6,Medium,Neutral,6.91,7.12,33.0,21.0,12.0,34.0
38,Female,Postgraduate,Business Owner,218142,0.27,654426,46545.93,5,8,Long,Bullish,7.4,5.62,72.0,0.0,19.0,9.0
52,Male,Graduate,Executive,675656,0.21,3378280,187502.54,3,4,Medium,Bearish,7.85,2.26,9.0,61.0,19.0,11.0
54,Male,Graduate,Senior Professional,169773,0.2,2716368,74897.93,5,10,Short,Neutral,5.76,3.01,53.0,13.0,13.0,21.0
19,Female,Graduate,Student,8142,0.47,138414,900.85,5,10,Long,Neutral,4.56,6.46,79.0,14.0,10.0,-3.0
28,Female,Postgraduate,Freelancer,77163,0.0,231489,9635.54,9,10,Short,Bullish,4.37,3.09,81.0,10.0,18.0,-9.0
59,Male,Graduate,Senior Professional,236029,0.22,944116,110876.01,3,4,Medium,Bearish,8.82,3.91,13.0,55.0,14.0,18.0
19,Male,Graduate,Student,5587,0.49,27935,2307.61,6,3,Medium,Neutral,5.34,2.68,26.0,45.0,15.0,14.0
39,Male,Postgraduate,Mid-career,85569,0.15,1112397,25270.78,9,8,Long,Neutral,8.78,2.44,55.0,11.0,10.0,24.0
41,Female,Graduate,Mid-career,141322,0.07,989254,68749.93,7,7,Medium,Bullish,6.99,5.67,37.0,25.0,16.0,22.0
24,Female,Postgraduate,Freelancer,92313,0.25,553878,42576.1,6,6,Medium,Neutral,6.99,4.75,35.0,37.0,19.0,9.0
60,Male,Graduate,Executive,976745,0.2,19534900,141867.74,8,5,Long,Neutral,5.63,4.41,48.0,34.0,18.0,0.0
29,Male,Graduate,Entry-level,34495,0.36,551920,4061.32,1,8,Short,Bullish,7.33,6.27,65.0,2.0,13.0,20.0
28,Female,Postgraduate,Entry-level,32068,0.49,577224,13601.35,3,10,Short,Neutral,6.36,7.55,75.0,14.0,13.0,-2.0
45,Male,Doctorate,Business Owner,124099,0.29,992792,48464.5,8,10,Short,Bullish,8.96,7.97,63.0,4.0,13.0,20.0
53,Male,Postgraduate,Executive,731875,0.06,11710000,331855.43,4,2,Short,Bullish,8.82,3.85,16.0,48.0,17.0,19.0
31,Male,Postgraduate,Business Owner,293435,0.21,1760610,94140.55,8,2,Short,Bearish,6.44,7.05,12.0,59.0,18.0,11.0
20,Female,Graduate,Student,6755,0.23,121590,1998.42,5,2,Medium,Bullish,4.36,4.17,19.0,42.0,17.0,22.0
28,Female,Graduate,Entry-level,48125,0.17,433125,10341.74,4,8,Medium,Neutral,5.64,3.38,78.0,7.0,12.0,3.0
38,Female,Postgraduate,Business Owner,397318,0.13,6754406,132763.48,5,8,Short,Bullish,7.46,2.74,74.0,5.0,18.0,3.0
32,Female,Doctorate,Mid-career,139337,0.18,2508066,20787.35,3,1,Long,Bullish,8.82,4.61,28.0,43.0,11.0,18.0
61,Male,Postgraduate,Retired,30777,0.14,615540,11990.15,5,5,Medium,Bullish,5.95,6.9,49.0,20.0,17.0,14.0
26,Female,Postgraduate,Entry-level,38239,0.19,114717,15830.11,6,8,Medium,Bullish,6.66,7.03,68.0,1.0,20.0,11.0
19,Male,Undergraduate,Student,7920,0.11,126720,2725.64,6,8,Medium,Bullish,7.41,3.04,62.0,6.0,13.0,19.0
74,Female,Postgraduate,Retired,32233,0.24,64466,13356.81,6,6,Long,Bullish,8.05,7.71,39.0,24.0,15.0,22.0
59,Female,Graduate,Executive,883472,0.07,17669440,398501.3,3,2,Long,Neutral,8.89,2.8,10.0,54.0,14.0,22.0
38,Male,Doctorate,Business Owner,452571,0.24,6335994,130754.47,3,3,Long,Neutral,7.11,5.35,23.0,54.0,19.0,4.0
28,Male,Graduate,Freelancer,96034,0.29,1920680,20807.35,4,5,Short,Bullish,4.14,7.55,49.0,27.0,13.0,11.0
43,Female,Postgraduate,Business Owner,166684,0.25,2500260,82251.67,6,2,Short,Neutral,6.53,5.24,14.0,47.0,19.0,20.0
31,Female,Doctorate,Business Owner,245884,0.22,4180028,43732.67,9,5,Short,Neutral,7.3,4.9,35.0,37.0,16.0,12.0
35,Male,Postgraduate,Mid-career,105909,0.15,1376817,13044.39,7,2,Medium,Neutral,4.04,7.18,25.0,59.0,12.0,4.0
36,Male,Doctorate,Mid-career,124831,0.27,2371789,20755.76,8,7,Medium,Bearish,6.02,3.39,28.0,42.0,14.0,16.0
50,Female,Graduate,Senior Professional,150923,0.23,2414768,72127.58,7,9,Short,Bullish,4.77,6.92,72.0,9.0,18.0,1.0
61,Male,Graduate,Retired,14170,0.4,113360,4944.01,1,2,Medium,Neutral,8.29,2.53,30.0,59.0,17.0,-6.0
33,Female,Postgraduate,Mid-career,78880,0.09,78880,25741.8,9,3,Medium,Bullish,7.84,3.91,22.0,46.0,17.0,15.0
26,Male,Postgraduate,Freelancer,38538,0.19,732222,16509.94,6,4,Medium,Bullish,8.85,4.91,28.0,36.0,11.0,25.0
20,Male,Graduate,Student,4009,0.13,8018,465.63,6,1,Long,Bullish,7.52,4.59,30.0,46.0,11.0,13.0
31,Female,Graduate,Business Owner,224745,0.08,2247450,34964.65,7,7,Long,Bearish,8.56,4.27,35.0,28.0,16.0,21.0
68,Female,Graduate,Retired,43920,0.42,395280,13136.48,4,5,Long,Bullish,8.42,2.14,55.0,19.0,13.0,13.0
57,Female,Postgraduate,Executive,259150,0.2,2073200,108189.91,6,5,Medium,Neutral,5.16,5.17,41.0,36.0,12.0,11.0
36,Male,Doctorate,Business Owner,495411,0.22,1981644,90876.23,10,5,Long,Bullish,6.13,3.84,48.0,26.0,20.0,6.0
27,Male,Graduate,Freelancer,46811,0.09,468110,8727.35,1,9,Medium,Bullish,8.39,5.54,64.0,4.0,13.0,19.0
41,Male,Postgraduate,Business Owner,172209,0.04,2755344,58871.89,5,4,Medium,Bullish,5.96,4.57,17.0,53.0,15.0,15.0
30,Male,Postgraduate,Freelancer,62282,0.11,1058794,29054.71,10,2,Medium,Bullish,7.44,4.21,34.0,47.0,11.0,8.0
24,Male,Graduate,Freelancer,58921,0.03,412447,11847.64,4,1,Long,Neutral,4.68,6.93,22.0,48.0,18.0,12.0
58,Male,Graduate,Executive,259645,0.27,1038580,85245.84,5,3,Short,Bullish,6.85,7.61,25.0,44.0,15.0,16.0
31,Male,Graduate,Mid-career,133940,0.11,1339400,22698.21,4,4,Long,Bearish,6.4,3.81,22.0,53.0,10.0,15.0
25,Female,Graduate,Entry-level,42387,0.46,296709,15758.59,3,3,Short,Bullish,7.92,5.03,35.0,43.0,13.0,9.0
18,Male,Graduate,Student,6456,0.41,25824,3133.55,4,9,Medium,Neutral,5.41,2.48,66.0,8.0,17.0,9.0
74,Female,Graduate,Retired,20200,0.42,343400,3586.15,4,5,Short,Bearish,6.12,7.32,45.0,43.0,14.0,-2.0
24,Male,Postgraduate,Entry-level,32870,0.0,131480,4140.05,3,2,Medium,Neutral,4.6,6.88,26.0,59.0,11.0,4.0
39,Male,Postgraduate,Mid-career,100734,0.04,906606,49429.5,10,4,Medium,Bullish,6.33,5.54,35.0,47.0,15.0,3.0
46,Female,Graduate,Senior Professional,133167,0.18,2263839,14937.77,4,3,Medium,Neutral,5.54,2.92,28.0,54.0,16.0,2.0
47,Female,Postgraduate,Senior Professional,98497,0.06,886473,19191.9,8,3,Long,Neutral,6.54,3.69,19.0,40.0,17.0,24.0
55,Female,Postgraduate,Senior Professional,180375,0.13,721500,54411.56,5,4,Medium,Bullish,5.95,4.73,31.0,37.0,20.0,12.0
45,Male,Graduate,Business Owner,242771,0.3,1942168,34413.83,9,5,Long,Bullish,5.82,3.84,47.0,28.0,18.0,7.0
42,Male,Doctorate,Business Owner,499877,0.14,3999016,239954.56,9,10,Long,Neutral,7.26,3.93,70.0,6.0,10.0,14.0
39,Male,Doctorate,Business Owner,228978,0.16,4579560,111009.34,5,7,Medium,Bullish,5.57,2.86,36.0,24.0,19.0,21.0
44,Male,Doctorate,Mid-career,146253,0.05,438759,56149.97,10,3,Short,Bearish,4.34,2.79,19.0,64.0,14.0,3.0
24,Female,Postgraduate,Entry-level,22920,0.35,206280,2766.81,5,9,Long,Bullish,8.45,3.87,69.0,4.0,15.0,12.0
25,Male,Graduate,Entry-level,25937,0.47,233433,3794.1,6,7,Long,Bearish,4.59,5.77,25.0,26.0,10.0,39.0
52,Male,Postgraduate,Senior Professional,148567,0.13,594268,54738.34,3,8,Short,Bullish,6.62,3.29,64.0,6.0,12.0,18.0
48,Male,Postgraduate,Senior Professional,111793,0.01,782551,12241.68,8,1,Medium,Bearish,5.4,2.65,15.0,50.0,11.0,24.0
53,Male,Graduate,Senior Professional,202111,0.25,1414777,62130.78,7,10,Medium,Neutral,6.48,2.78,65.0,5.0,19.0,11.0
46,Female,Postgraduate,Executive,357157,0.1,5357355,157743.64,9,6,Medium,Bearish,7.32,7.34,27.0,40.0,11.0,22.0
66,Male,Postgraduate,Retired,45031,0.41,720496,18364.94,2,9,Long,Bullish,6.0,5.62,84.0,6.0,13.0,-3.0
24,Female,Graduate,Entry-level,43269,0.16,475959,17248.37,1,4,Medium,Bullish,6.73,3.71,29.0,53.0,10.0,8.0
19,Male,Undergraduate,Student,2188,0.05,15316,1018.94,6,10,Short,Bullish,8.23,2.94,57.0,2.0,13.0,28.0
41,Male,Doctorate,Business Owner,190392,0.26,380784,76537.46,6,7,Short,Bearish,7.21,2.9,40.0,44.0,19.0,-3.0
29,Female,Graduate,Entry-level,36688,0.43,513632,12722.77,4,2,Medium,Neutral,8.45,5.17,29.0,48.0,12.0,11.0
57,Male,Postgraduate,Senior Professional,182987,0.2,2195844,67315.38,9,9,Medium,Neutral,5.1,6.51,73.0,9.0,19.0,-1.0
18,Female,Undergraduate,Student,9033,0.25,36132,4038.54,3,7,Short,Bearish,6.36,5.81,37.0,42.0,16.0,5.0
50,Male,Graduate,Executive,652437,0.16,3262185,255279.44,10,3,Medium,Bearish,8.13,4.15,23.0,57.0,20.0,0.0
29,Female,Graduate,Freelancer,81429,0.05,1140006,36172.33,5,9,Short,Bullish,7.96,4.97,70.0,3.0,15.0,12.0
57,Male,Graduate,Executive,290664,0.23,4941288,45033.94,4,8,Long,Neutral,4.16,5.84,55.0,14.0,11.0,20.0
39,Female,Postgraduate,Mid-career,94700,0.19,662900,13444.51,8,9,Medium,Bullish,7.75,4.52,64.0,6.0,20.0,10.0
53,Male,Graduate,Executive,632626,0.09,11387268,137504.87,5,3,Short,Neutral,4.04,4.06,23.0,48.0,20.0,9.0
62,Male,Graduate,Retired,19161,0.0,114966,2026.63,6,10,Medium,Bullish,6.09,4.16,70.0,1.0,17.0,12.0
46,Male,Postgraduate,Senior Professional,178842,0.08,894210,30728.22,7,4,Medium,Neutral,6.19,4.97,13.0,55.0,18.0,14.0
39,Male,Graduate,Business Owner,193565,0.12,3290605,62772.78,6,7,Long,Neutral,5.9,4.79,45.0,33.0,18.0,4.0
51,Female,Graduate,Senior Professional,215175,0.09,645525,42137.56,6,7,Long,Bullish,6.8,7.41,50.0,21.0,12.0,17.0
41,Female,Graduate,Business Owner,143165,0.26,1002155,31556.69,3,9,Long,Bullish,5.37,2.42,61.0,10.0,12.0,17.0
37,Male,Graduate,Business Owner,118693,0.21,593465,23892.62,3,1,Long,Bullish,4.0,3.1,24.0,40.0,14.0,22.0
51,Male,Postgraduate,Senior Professional,195669,0.1,3130704,64506.98,6,4,Long,Neutral,8.04,4.41,16.0,57.0,12.0,15.0
58,Female,Graduate,Senior Professional,216587,0.15,2815631,31427.37,8,6,Long,Neutral,6.56,4.38,34.0,35.0,20.0,11.0
26,Male,Graduate,Entry-level,34482,0.27,34482,4709.57,3,9,Medium,Bullish,8.43,2.55,76.0,4.0,19.0,1.0
37,Female,Doctorate,Mid-career,92692,0.11,1668456,13736.11,9,4,Long,Bullish,7.22,4.51,32.0,47.0,20.0,1.0
42,Female,Postgraduate,Mid-career,117897,0.03,2240043,58214.62,10,1,Short,Neutral,5.11,4.48,30.0,49.0,17.0,4.0
33,Male,Graduate,Business Owner,364909,0.24,1824545,40984.18,5,10,Long,Neutral,7.57,4.66,79.0,5.0,17.0,-1.0
48,Female,Postgraduate,Executive,570870,0.14,3996090,155273.94,10,8,Short,Neutral,6.22,6.19,59.0,6.0,19.0,16.0
71,Male,Graduate,Retired,43973,0.48,483703,16591.14,6,1,Short,Bullish,6.25,6.14,16.0,51.0,12.0,21.0
36,Male,Doctorate,Mid-career,116885,0.06,467540,36706.21,7,2,Long,Bearish,5.22,7.27,17.0,49.0,16.0,18.0
21,Male,Graduate,Student,1918,0.21,32606,494.81,5,5,Medium,Bullish,5.78,6.24,40.0,32.0,20.0,8.0
51,Male,Graduate,Executive,863755,0.13,2591265,187551.57,10,10,Short,Bullish,4.42,7.74,57.0,2.0,20.0,21.0
56,Female,Graduate,Executive,292826,0.27,5563694,58662.47,4,4,Medium,Bearish,6.62,5.54,23.0,52.0,10.0,15.0
27,Male,Graduate,Entry-level,45840,0.13,870960,11767.12,4,9,Medium,Neutral,5.33,7.24,72.0,13.0,19.0,-4.0
60,Female,Postgraduate,Executive,218836,0.2,218836,63524.13,6,5,Long,Bullish,8.67,2.09,46.0,18.0,14.0,22.0
34,Female,Postgraduate,Mid-career,95331,0.1,95331,10343.96,8,4,Medium,Neutral,7.17,5.13,21.0,46.0,12.0,21.0
44,Female,Doctorate,Mid-career,60549,0.19,60549,7799.46,3,7,Medium,Bullish,6.92,3.92,50.0,28.0,16.0,6.0
41,Male,Doctorate,Business Owner,470209,0.01,6582926,63614.3,4,10,Long,Bullish,5.09,7.98,77.0,1.0,11.0,11.0
62,Male,Postgraduate,Retired,48425,0.49,290550,22589.14,2,3,Long,Bullish,7.53,5.27,29.0,38.0,11.0,22.0
36,Male,Graduate,Business Owner,460994,0.03,7375904,72379.29,7,5,Long,Neutral,5.7,5.57,42.0,21.0,10.0,27.0
44,Female,Graduate,Business Owner,161069,0.09,644276,37431.3,6,3,Long,Bullish,8.55,3.78,31.0,55.0,17.0,-3.0
53,Male,Postgraduate,Senior Professional,212700,0.28,1488900,73757.43,6,6,Medium,Bullish,4.27,2.38,36.0,30.0,19.0,15.0
40,Male,Doctorate,Mid-career,70845,0.13,425070,11815.17,6,5,Long,Bullish,8.13,2.93,35.0,35.0,14.0,16.0
22,Female,Undergraduate,Student,7746,0.07,154920,2436.89,2,10,Short,Neutral,4.88,5.4,54.0,9.0,17.0,20.0
68,Female,Graduate,Retired,22343,0.38,223430,7046.92,3,6,Long,Bearish,6.82,4.13,30.0,45.0,16.0,9.0
52,Male,Graduate,Senior Professional,245253,0.07,3924048,79070.13,3,8,Short,Bullish,6.09,3.76,84.0,0.0,18.0,-2.0
29,Male,Graduate,Entry-level,28321,0.32,453136,3408.12,3,9,Long,Bullish,7.86,4.8,80.0,3.0,11.0,6.0
43,Male,Postgraduate,Business Owner,133224,0.29,266448,38212.54,7,1,Long,Bullish,6.75,2.13,24.0,46.0,15.0,15.0
46,Female,Postgraduate,Executive,606748,0.3,5460732,164476.93,3,5,Medium,Neutral,6.93,5.38,41.0,24.0,15.0,20.0
65,Female,Postgraduate,Retired,27244,0.01,326928,9145.91,1,4,Medium,Neutral,7.63,6.52,23.0,46.0,18.0,13.0
26,Male,Graduate,Entry-level,20184,0.25,322944,9992.68,1,7,Long,Bullish,4.94,6.92,42.0,27.0,11.0,20.0
55,Male,Graduate,Senior Professional,105068,0.12,1681088,49305.01,9,10,Long,Neutral,7.42,6.72,69.0,9.0,20.0,2.0
49,Male,Postgraduate,Executive,613527,0.17,6135270,90276.89,8,2,Short,Neutral,6.1,4.75,11.0,57.0,10.0,22.0
34,Male,Doctorate,Mid-career,69419,0.27,69419,32172.95,9,5,Short,Bullish,5.47,2.02,37.0,26.0,19.0,18.0
26,Female,Postgraduate,Freelancer,92238,0.15,276714,42552.77,7,3,Long,Bullish,4.23,2.49,25.0,43.0,11.0,21.0
53,Male,Postgraduate,Executive,246584,0.15,739752,70256.64,4,5,Long,Neutral,6.28,3.75,46.0,26.0,18.0,10.0
19,Female,Undergraduate,Student,7922,0.17,47532,956.12,3,1,Short,Bullish,5.47,2.93,27.0,46.0,19.0,8.0
18,Female,Graduate,Student,9534,0.4,19068,4382.04,4,3,Long,Bearish,8.63,3.18,14.0,62.0,10.0,14.0
53,Male,Graduate,Executive,428752,0.19,5145024,140594.32,9,4,Long,Bullish,8.85,3.82,29.0,50.0,20.0,1.0
34,Female,Postgraduate,Mid-career,127457,0.03,509828,25369.06,3,9,Short,Bullish,7.92,7.83,59.0,2.0,13.0,26.0
36,Male,Doctorate,Business Owner,495539,0.24,9415241,190931.03,7,2,Short,Bearish,6.86,4.6,12.0,53.0,12.0,23.0
38,Male,Postgraduate,Mid-career,93584,0.18,374336,12499.22,6,4,Long,Bullish,6.96,5.48,19.0,55.0,12.0,14.0
26,Male,Postgraduate,Freelancer,33871,0.41,474194,10416.39,6,8,Long,Bullish,7.27,4.25,74.0,9.0,10.0,7.0
45,Male,Doctorate,Business Owner,360145,0.17,3601450,107472.32,10,2,Short,Neutral,5.07,2.66,22.0,42.0,10.0,26.0
57,Female,Graduate,Executive,620192,0.08,9923072,238864.12,8,5,Short,Bullish,6.95,7.37,40.0,15.0,12.0,33.0
44,Male,Doctorate,Business Owner,269886,0.3,4318176,41450.15,3,3,Medium,Bullish,6.83,2.61,32.0,52.0,12.0,4.0
18,Male,Undergraduate,Student,4661,0.4,93220,828.73,5,6,Long,Neutral,6.78,7.42,47.0,36.0,19.0,-2.0
68,Male,Graduate,Retired,24980,0.38,474620,3447.9,1,4,Long,Neutral,4.27,6.67,10.0,41.0,20.0,29.0
18,Female,Undergraduate,Student,992,0.43,17856,430.66,2,7,Medium,Neutral,5.15,4.32,44.0,39.0,12.0,5.0
